MapFromString	MapToString	Comment # File ArabicPresentationFormMappingAnnotated.tsv, automatically generated by script wildebeest_build.py (Ulf Hermjakob, USC/ISI) based on UnicodeData on Sep 26, 2020, 22:36:13
ﻞ	ل	U+FEDE (ARABIC LETTER LAM FINAL FORM) -> U+0644
ﻟ	ل	U+FEDF (ARABIC LETTER LAM INITIAL FORM) -> U+0644
ﻠ	ل	U+FEE0 (ARABIC LETTER LAM MEDIAL FORM) -> U+0644
ﻡ	م	U+FEE1 (ARABIC LETTER MEEM ISOLATED FORM) -> U+0645
ﻢ	م	U+FEE2 (ARABIC LETTER MEEM FINAL FORM) -> U+0645
ﻣ	م	U+FEE3 (ARABIC LETTER MEEM INITIAL FORM) -> U+0645
ﻤ	م	U+FEE4 (ARABIC LETTER MEEM MEDIAL FORM) -> U+0645
ﻥ	ن	U+FEE5 (ARABIC LETTER NOON ISOLATED FORM) -> U+0646
ﻦ	ن	U+FEE6 (ARABIC LETTER NOON FINAL FORM) -> U+0646
ﻧ	ن	U+FEE7 (ARABIC LETTER NOON INITIAL FORM) -> U+0646
ﻨ	ن	U+FEE8 (ARABIC LETTER NOON MEDIAL FORM) -> U+0646
ﻩ	ه	U+FEE9 (ARABIC LETTER HEH ISOLATED FORM) -> U+0647
ﻪ	ه	U+FEEA (ARABIC LETTER HEH FINAL FORM) -> U+0647
ﻫ	ه	U+FEEB (ARABIC LETTER HEH INITIAL FORM) -> U+0647
ﻬ	ه	U+FEEC (ARABIC LETTER HEH MEDIAL FORM) -> U+0647
ﻭ	و	U+FEED (ARABIC LETTER WAW ISOLATED FORM) -> U+0648
ﻮ	و	U+FEEE (ARABIC LETTER WAW FINAL FORM) -> U+0648
ﻯ	ى	U+FEEF (ARABIC LETTER ALEF MAKSURA ISOLATED FORM) -> U+0649
ﻰ	ى	U+FEF0 (ARABIC LETTER ALEF MAKSURA FINAL FORM) -> U+0649
ﻱ	ي	U+FEF1 (ARABIC LETTER YEH ISOLATED FORM) -> U+064A
ﻲ	ي	U+FEF2 (ARABIC LETTER YEH FINAL FORM) -> U+064A
ﻳ	ي	U+FEF3 (ARABIC LETTER YEH INITIAL FORM) -> U+064A
ﻴ	ي	U+FEF4 (ARABIC LETTER YEH MEDIAL FORM) -> U+064A
ﻵ	لآ	U+FEF5 (ARABIC LIGATURE LAM WITH ALEF WITH MADDA ABOVE ISOLATED FORM) -> U+0644 U+0622
ﻶ	لآ	U+FEF6 (ARABIC LIGATURE LAM WITH ALEF WITH MADDA ABOVE FINAL FORM) -> U+0644 U+0622
ﻷ	لأ	U+FEF7 (ARABIC LIGATURE LAM WITH ALEF WITH HAMZA ABOVE ISOLATED FORM) -> U+0644 U+0623
ﻸ	لأ	U+FEF8 (ARABIC LIGATURE LAM WITH ALEF WITH HAMZA ABOVE FINAL FORM) -> U+0644 U+0623
ﻹ	لإ	U+FEF9 (ARABIC LIGATURE LAM WITH ALEF WITH HAMZA BELOW ISOLATED FORM) -> U+0644 U+0625
ﻺ	لإ	U+FEFA (ARABIC LIGATURE LAM WITH ALEF WITH HAMZA BELOW FINAL FORM) -> U+0644 U+0625
ﻻ	لا	U+FEFB (ARABIC LIGATURE LAM WITH ALEF ISOLATED FORM) -> U+0644 U+0627
ﻼ	لا	U+FEFC (ARABIC LIGATURE LAM WITH ALEF FINAL FORM) -> U+0644 U+0627
